City,Date,AQI,PM2.5,PM10,NO2,SO2,CO,O3
Delhi,08-08-2031,125,71.88,217.52,57.1,64.58,0.89,55.43
Delhi,09-08-2031,79,43.61,92.21,35.26,46.0,0.43,60.75
Delhi,10-08-2031,136,78.56,168.61,57.95,46.0,0.9,43.49
Delhi,11-08-2031,109,80.07,165.28,34.0,46.0,1.95,77.24
Delhi,12-08-2031,60,47.88,83.09,34.0,78.39,0.43,38.0
Delhi,13-08-2031,64,29.33,94.55,83.1,65.22,0.47,38.0
Delhi,14-08-2031,51,22.0,44.0,34.0,70.74,1.12,63.52
Delhi,15-08-2031,69,22.0,73.45,34.0,61.12,1.35,38.0
Delhi,16-08-2031,45,22.02,44.0,48.15,46.0,0.43,87.93
Delhi,17-08-2031,79,77.07,117.63,34.0,56.37,0.43,71.07
Delhi,18-08-2031,65,51.82,109.41,56.77,46.0,0.43,59.72
Delhi,19-08-2031,50,57.29,75.71,34.0,46.0,0.43,38.0
Delhi,20-08-2031,52,22.0,57.87,57.1,64.5,0.66,61.9
Delhi,21-08-2031,69,25.54,44.0,55.15,99.26,0.43,38.0
Delhi,22-08-2031,98,67.24,118.19,34.42,94.3,0.59,46.49
Delhi,23-08-2031,84,55.24,62.0,83.27,68.16,0.43,38.0
Delhi,24-08-2031,72,46.56,173.18,34.0,48.59,0.69,51.48
Delhi,25-08-2031,57,60.8,65.9,74.22,46.0,0.43,38.73
Delhi,26-08-2031,113,82.22,156.5,69.87,46.0,0.64,70.02
Delhi,27-08-2031,100,45.08,119.95,84.77,46.0,0.43,56.32
Delhi,28-08-2031,102,50.89,127.78,44.85,76.76,1.2,38.0
Delhi,29-08-2031,76,53.35,126.91,34.0,104.19,0.56,38.0
Delhi,30-08-2031,161,97.34,175.43,92.42,46.0,0.73,38.0
Delhi,31-08-2031,41,22.0,82.33,34.0,46.0,0.65,38.0
Delhi,01-09-2031,102,71.41,163.09,34.0,46.0,0.84,75.82
Delhi,02-09-2031,87,55.45,111.73,42.51,84.87,0.84,43.6
Delhi,03-09-2031,103,69.09,138.48,34.0,119.92,1.24,38.0
Delhi,04-09-2031,84,44.6,75.63,60.4,97.05,0.7,63.61
Delhi,05-09-2031,72,56.77,80.57,34.0,96.31,0.48,38.0
Delhi,06-09-2031,82,71.98,173.87,40.06,46.0,0.86,50.77
Delhi,07-09-2031,154,120.01,267.38,71.44,46.0,0.53,38.0
Delhi,08-09-2031,99,73.91,113.91,62.84,46.0,0.8,68.73
Delhi,09-09-2031,75,40.79,72.88,47.64,46.0,0.43,54.7
Delhi,10-09-2031,106,49.27,89.32,51.52,85.17,1.36,64.99
Delhi,11-09-2031,65,48.68,91.52,47.56,106.48,0.45,41.81
Delhi,12-09-2031,80,22.0,44.0,36.47,68.12,1.44,58.68
Delhi,13-09-2031,76,51.15,125.59,47.19,50.1,0.81,38.0
Delhi,14-09-2031,94,72.41,115.16,59.52,46.0,1.27,109.36
Delhi,15-09-2031,45,32.27,44.0,44.1,54.37,0.46,62.87
Delhi,16-09-2031,86,78.72,186.67,57.74,63.84,0.43,95.19
Delhi,17-09-2031,76,67.51,114.38,34.0,46.0,0.43,45.85
Delhi,18-09-2031,93,43.07,44.0,34.0,85.39,2.09,38.0
Delhi,19-09-2031,78,54.92,89.79,34.0,46.0,0.54,40.21
Delhi,20-09-2031,124,89.72,160.56,34.0,83.59,1.39,51.4
Delhi,21-09-2031,117,72.42,184.25,79.43,57.42,0.43,49.59
Delhi,22-09-2031,118,57.93,137.8,65.4,66.67,0.93,99.04
Delhi,23-09-2031,71,53.0,135.12,34.0,46.0,1.01,38.0
Delhi,24-09-2031,119,59.28,137.24,58.19,47.41,2.26,38.0
Delhi,25-09-2031,82,47.51,118.67,37.49,77.01,0.68,70.33
Delhi,26-09-2031,41,22.0,44.0,34.0,53.81,0.48,38.0
Delhi,27-09-2031,128,98.59,181.37,34.0,46.0,1.02,51.49
Delhi,28-09-2031,83,60.86,85.93,71.55,61.1,0.43,56.04
Delhi,29-09-2031,80,65.71,118.54,34.0,69.32,1.04,63.33
Delhi,30-09-2031,77,56.59,128.05,45.95,98.94,0.81,61.22
Delhi,01-10-2031,165,111.8,216.45,79.84,161.08,1.46,164.69
Delhi,02-10-2031,188,122.78,272.63,122.9,124.56,2.09,92.88
Delhi,03-10-2031,160,94.51,145.33,95.14,110.08,1.89,98.89
Delhi,04-10-2031,234,172.04,341.89,100.14,119.65,2.22,130.24
Delhi,05-10-2031,152,101.81,155.99,100.98,110.79,2.67,120.66
Delhi,06-10-2031,184,105.86,203.96,111.06,141.68,1.59,123.78
Delhi,07-10-2031,203,117.69,245.83,103.83,157.75,1.63,79.87
Delhi,08-10-2031,198,152.26,282.86,102.42,163.7,1.17,169.53
Delhi,09-10-2031,170,126.79,257.44,90.54,114.13,2.1,126.29
Delhi,10-10-2031,147,101.78,164.58,64.13,111.14,1.52,75.45
Delhi,11-10-2031,191,151.59,238.1,75.54,113.89,2.01,130.28
Delhi,12-10-2031,196,141.12,284.84,121.46,68.54,2.42,87.42
Delhi,13-10-2031,216,137.27,313.13,95.85,90.42,1.5,138.23
Delhi,14-10-2031,182,140.81,237.67,86.9,125.46,1.6,82.11
Delhi,15-10-2031,272,174.39,368.0,68.36,137.88,2.35,140.15
Delhi,16-10-2031,226,170.2,324.69,60.51,141.24,2.19,84.48
Delhi,17-10-2031,160,112.77,174.18,85.92,103.09,2.14,90.64
Delhi,18-10-2031,244,158.98,268.11,125.7,111.77,1.64,118.44
Delhi,19-10-2031,187,134.16,255.38,89.57,118.41,1.12,99.71
Delhi,20-10-2031,178,136.48,247.18,113.51,115.07,1.48,101.14
Delhi,21-10-2031,120,92.65,136.66,88.42,147.14,1.34,76.75
Delhi,22-10-2031,163,123.09,183.05,119.47,87.25,2.13,106.76
Delhi,23-10-2031,163,110.24,184.06,94.71,92.02,1.98,137.1
Delhi,24-10-2031,210,143.06,277.63,72.7,117.55,1.54,161.96
Delhi,25-10-2031,177,147.92,280.86,96.78,85.53,1.63,135.69
Delhi,26-10-2031,145,85.01,146.48,149.35,69.49,2.08,132.12
Delhi,27-10-2031,204,126.06,245.57,148.25,81.7,1.68,72.79
Delhi,28-10-2031,218,148.94,314.18,115.66,119.22,1.55,114.28
Delhi,29-10-2031,215,122.77,245.08,100.07,145.42,2.83,98.71
Delhi,30-10-2031,176,141.08,264.42,111.1,146.04,1.57,77.23
Delhi,31-10-2031,205,133.52,281.54,111.42,174.14,2.17,83.2
Delhi,01-11-2031,287,199.33,349.94,156.5,195.55,3.0,191.7
Delhi,02-11-2031,279,187.07,348.69,168.52,199.59,2.04,161.07
Delhi,03-11-2031,239,168.17,313.49,162.71,184.99,2.46,138.12
Delhi,04-11-2031,259,170.07,286.02,149.6,186.45,3.21,159.09
Delhi,05-11-2031,304,206.69,380.11,127.62,254.92,2.73,182.24
Delhi,06-11-2031,258,192.89,304.24,146.0,200.34,2.07,158.14
Delhi,07-11-2031,306,189.73,417.85,177.49,202.95,3.0,144.75
Delhi,08-11-2031,264,184.02,321.52,156.71,158.15,2.51,151.99
Delhi,09-11-2031,284,186.4,401.74,165.01,204.81,3.02,197.11
Delhi,10-11-2031,313,213.44,406.68,150.42,212.25,4.14,123.05
Delhi,11-11-2031,262,185.8,369.96,131.01,225.81,2.99,168.3
Delhi,12-11-2031,234,165.68,300.13,151.53,211.4,3.11,172.12
Delhi,13-11-2031,295,207.37,400.25,131.94,188.7,2.67,156.1
Delhi,14-11-2031,242,188.4,377.48,130.34,187.42,2.24,151.05
Delhi,15-11-2031,296,193.13,386.88,187.64,190.34,3.31,199.59
Delhi,16-11-2031,323,224.65,450.08,147.0,195.72,2.5,199.5
Delhi,17-11-2031,281,192.09,353.92,138.96,230.53,2.69,177.63
Delhi,18-11-2031,337,198.28,362.33,197.95,224.68,3.7,161.42
Delhi,19-11-2031,259,168.92,273.13,177.87,215.09,2.63,177.82
Delhi,20-11-2031,291,188.11,373.1,148.21,253.38,3.41,185.11
Delhi,21-11-2031,305,204.69,421.38,168.19,112.81,2.99,172.2
Delhi,22-11-2031,238,161.39,355.13,151.61,178.7,2.52,185.78
Delhi,23-11-2031,302,196.52,382.54,140.18,192.16,2.97,166.16
Delhi,24-11-2031,263,194.52,346.59,169.37,172.33,2.44,96.22
Delhi,25-11-2031,287,193.33,316.41,149.39,164.61,3.25,170.16
Delhi,26-11-2031,317,213.24,436.41,159.39,140.99,3.42,192.12
Delhi,27-11-2031,290,199.19,324.57,183.03,183.16,2.82,175.77
Delhi,28-11-2031,316,222.06,411.7,180.28,219.32,3.47,183.59
Delhi,29-11-2031,245,172.63,321.26,143.75,215.72,2.88,168.22
Delhi,30-11-2031,271,195.22,368.83,169.65,169.94,3.26,170.18
Delhi,01-12-2031,257,185.94,354.36,122.55,190.86,4.16,171.77
Delhi,02-12-2031,266,162.86,313.59,162.01,224.98,3.92,216.09
Delhi,03-12-2031,259,203.38,313.95,154.46,138.65,2.59,188.56
Delhi,04-12-2031,336,230.74,438.85,160.22,179.48,2.83,185.25
Delhi,05-12-2031,234,183.91,282.54,143.31,192.84,2.15,172.62
Delhi,06-12-2031,330,194.35,391.23,202.85,184.55,3.08,134.21
Delhi,07-12-2031,256,185.94,336.63,128.22,209.77,2.87,198.14
Delhi,08-12-2031,223,169.98,258.25,175.04,139.32,2.29,190.18
Delhi,09-12-2031,204,147.83,256.46,124.96,154.08,3.27,176.65
Delhi,10-12-2031,256,170.13,306.15,163.36,204.71,2.55,166.4
Delhi,11-12-2031,240,156.41,332.9,165.14,133.18,2.42,181.15
Delhi,12-12-2031,309,218.33,420.73,152.12,208.6,2.88,161.72
Delhi,13-12-2031,275,181.95,356.03,138.37,197.74,2.45,185.7
Delhi,14-12-2031,289,177.33,372.37,154.28,206.51,2.66,146.55
Delhi,15-12-2031,275,202.03,380.98,157.43,170.17,3.55,119.75
Delhi,16-12-2031,259,161.81,330.07,195.5,199.55,2.37,137.47
Delhi,17-12-2031,268,168.91,341.45,128.94,149.08,3.02,171.03
Delhi,18-12-2031,239,185.61,314.07,136.85,171.81,2.39,159.96
Delhi,19-12-2031,339,204.83,433.36,157.87,185.34,2.19,163.81
Delhi,20-12-2031,299,194.28,326.53,144.35,157.29,2.64,135.1
Delhi,21-12-2031,294,189.22,387.03,148.25,190.79,4.02,175.05
Delhi,22-12-2031,247,185.81,307.53,177.51,149.92,3.07,141.58
Delhi,23-12-2031,259,192.25,383.32,80.24,192.31,2.91,179.91
Delhi,24-12-2031,291,188.28,413.6,135.8,236.51,2.42,132.13
Delhi,25-12-2031,242,163.65,304.55,107.19,146.55,2.49,146.53
Delhi,26-12-2031,228,185.17,344.14,120.85,183.57,1.94,143.17
Delhi,27-12-2031,253,162.78,327.59,210.87,135.71,3.58,181.84
Delhi,28-12-2031,272,185.87,343.27,165.7,159.26,2.81,155.95
Delhi,29-12-2031,261,174.64,386.36,174.54,205.31,2.77,178.12
Delhi,30-12-2031,319,235.04,452.34,148.74,171.33,2.78,196.01
Delhi,31-12-2031,293,183.45,338.95,169.72,206.52,3.73,212.0
Delhi,01-01-2032,219,147.92,264.83,99.84,186.68,2.71,165.78
Delhi,02-01-2032,240,173.32,301.31,169.96,174.06,2.46,132.45
Delhi,03-01-2032,268,186.39,335.3,123.5,145.12,3.46,191.28
Delhi,04-01-2032,299,209.47,387.47,130.72,196.56,2.5,197.78
Delhi,05-01-2032,225,164.21,297.37,156.63,185.12,1.71,158.5
Delhi,06-01-2032,217,144.35,254.52,151.91,130.16,1.8,192.97
Delhi,07-01-2032,290,192.34,428.41,146.12,147.06,2.46,168.33
Delhi,08-01-2032,213,148.39,251.03,109.92,92.93,2.71,118.52
Delhi,09-01-2032,253,167.28,322.23,146.5,135.03,2.97,144.22
Delhi,10-01-2032,257,170.85,342.39,168.01,166.6,2.1,147.37
Delhi,11-01-2032,251,174.61,350.66,130.69,144.32,2.45,150.91
Delhi,12-01-2032,265,189.78,358.83,176.87,151.05,2.16,136.66
Delhi,13-01-2032,259,162.33,301.2,122.18,217.72,3.12,135.88
Delhi,14-01-2032,267,170.53,337.54,144.16,206.86,3.2,193.65
Delhi,15-01-2032,279,175.71,341.85,182.38,155.16,3.54,116.58
Delhi,16-01-2032,268,178.99,332.32,126.97,199.81,2.74,141.9
Delhi,17-01-2032,255,177.96,291.26,170.35,212.45,3.49,175.53
Delhi,18-01-2032,266,184.72,336.93,193.37,194.56,2.21,146.06
Delhi,19-01-2032,270,192.88,332.07,148.28,184.97,2.67,170.01
Delhi,20-01-2032,259,183.85,329.31,130.82,208.95,2.03,149.97
Delhi,21-01-2032,277,185.07,352.63,124.68,199.09,2.85,170.94
Delhi,22-01-2032,233,144.36,285.04,176.62,139.61,2.7,134.05
Delhi,23-01-2032,263,177.0,389.72,175.92,170.33,1.33,113.54
Delhi,24-01-2032,267,185.59,336.5,180.23,159.44,3.11,149.97
Delhi,25-01-2032,300,190.58,385.34,143.18,210.57,2.99,115.3
Delhi,26-01-2032,252,162.15,317.27,169.95,158.59,2.28,158.33
Delhi,27-01-2032,249,162.82,348.24,142.78,153.43,2.7,131.58
Delhi,28-01-2032,236,164.52,329.87,121.92,206.8,1.81,131.88
Delhi,29-01-2032,271,186.73,324.53,172.1,183.79,2.17,196.8
Delhi,30-01-2032,292,196.68,322.0,184.85,239.35,3.39,166.84
Delhi,31-01-2032,214,167.85,328.25,118.48,150.13,1.98,121.59
Delhi,01-02-2032,194,155.66,279.9,86.51,121.93,2.0,123.79
Delhi,02-02-2032,215,139.97,236.53,113.5,171.16,1.3,121.43
Delhi,03-02-2032,194,135.01,218.5,136.4,99.13,2.17,73.29
Delhi,04-02-2032,192,133.27,258.05,84.15,177.09,2.28,133.69
Delhi,05-02-2032,223,152.43,334.85,118.18,101.28,2.36,148.82
Delhi,06-02-2032,194,144.01,261.36,97.74,155.81,2.23,114.43
Delhi,07-02-2032,246,183.02,365.44,130.02,82.21,2.71,117.7
Delhi,08-02-2032,192,120.46,225.8,92.55,138.85,1.72,111.07
Delhi,09-02-2032,194,147.86,242.26,131.8,96.41,1.47,134.64
Delhi,10-02-2032,213,126.92,263.18,108.54,195.29,1.71,118.76
Delhi,11-02-2032,186,120.11,195.38,89.07,105.35,1.33,119.76
Delhi,12-02-2032,192,137.28,261.49,114.09,112.63,2.04,104.76
Delhi,13-02-2032,178,140.25,256.22,64.05,153.56,1.93,176.03
Delhi,14-02-2032,270,195.86,398.93,98.52,119.47,2.24,118.51
Delhi,15-02-2032,176,133.82,222.51,120.94,158.5,1.19,142.51
Delhi,16-02-2032,171,114.9,230.03,68.21,116.17,1.99,131.64
Delhi,17-02-2032,191,142.96,246.43,48.22,113.86,2.61,61.01
Delhi,18-02-2032,176,96.01,167.08,54.02,136.67,2.29,115.73
Delhi,19-02-2032,170,135.66,148.7,145.68,100.99,1.05,96.18
Delhi,20-02-2032,212,137.82,324.62,110.58,149.39,1.99,149.42
Delhi,21-02-2032,227,153.39,307.96,99.19,163.82,1.63,93.34
Delhi,22-02-2032,235,156.97,275.23,136.13,154.09,2.01,137.37
Delhi,23-02-2032,202,127.43,208.37,102.39,156.8,1.81,149.91
Delhi,24-02-2032,184,134.49,240.66,119.21,79.75,2.87,132.01
Delhi,25-02-2032,209,122.18,253.64,113.14,123.65,2.04,125.09
Delhi,26-02-2032,198,114.94,161.62,100.73,130.69,2.16,115.1
Delhi,27-02-2032,233,143.7,268.78,119.85,181.13,1.98,121.91
Delhi,28-02-2032,212,112.03,265.97,131.83,120.06,2.24,91.5
Delhi,29-02-2032,168,129.21,211.48,107.88,68.45,1.89,129.45
Delhi,01-03-2032,154,81.85,157.92,71.74,71.63,1.87,118.79
Delhi,02-03-2032,161,112.74,280.31,74.69,81.91,1.28,70.69
Delhi,03-03-2032,179,137.78,280.74,34.0,46.0,2.17,92.96
Delhi,04-03-2032,124,75.72,147.64,90.33,130.81,1.73,89.91
Delhi,05-03-2032,95,64.69,138.11,53.02,54.66,1.4,100.32
Delhi,06-03-2032,152,99.25,176.55,98.99,115.13,1.9,79.09
Delhi,07-03-2032,137,102.06,232.91,80.99,68.98,1.73,54.79
Delhi,08-03-2032,149,106.12,189.65,85.88,146.96,1.89,64.49
Delhi,09-03-2032,111,92.82,117.59,100.76,93.47,1.52,38.0
Delhi,10-03-2032,159,97.74,173.96,60.09,87.38,1.36,111.9
Delhi,11-03-2032,179,109.1,178.29,92.48,117.6,1.55,102.44
Delhi,12-03-2032,201,122.56,224.43,89.94,71.53,1.23,92.14
Delhi,13-03-2032,112,62.65,111.26,78.63,119.02,1.97,75.07
Delhi,14-03-2032,151,94.37,215.23,60.05,87.3,2.21,88.45
Delhi,15-03-2032,173,106.03,222.31,98.13,83.91,1.77,91.79
Delhi,16-03-2032,122,83.39,166.34,100.84,99.12,2.19,79.47
Delhi,17-03-2032,170,136.37,259.02,86.09,69.06,2.04,80.42
Delhi,18-03-2032,100,89.04,137.41,56.49,96.02,1.35,125.24
Delhi,19-03-2032,147,100.92,126.32,70.06,111.93,1.9,61.23
Delhi,20-03-2032,136,112.87,217.85,81.74,46.0,0.84,117.32
Delhi,21-03-2032,164,89.92,194.7,100.46,134.49,1.57,52.12
Delhi,22-03-2032,97,64.82,119.91,43.66,126.23,0.89,132.69
Delhi,23-03-2032,123,93.18,160.99,69.15,46.11,1.43,38.0
Delhi,24-03-2032,155,122.34,246.38,73.18,46.0,0.76,104.13
Delhi,25-03-2032,152,95.01,178.02,81.17,127.01,2.03,76.03
Delhi,26-03-2032,132,84.82,211.73,50.72,124.69,1.28,88.32
Delhi,27-03-2032,198,120.26,265.48,77.81,120.44,1.93,89.12
Delhi,28-03-2032,140,95.13,209.54,75.49,58.94,1.44,107.64
Delhi,29-03-2032,141,91.55,196.67,57.31,156.61,0.56,43.46
Delhi,30-03-2032,139,104.74,160.3,80.3,79.1,1.24,91.73
Delhi,31-03-2032,150,117.17,242.5,69.72,108.93,1.21,97.13
Delhi,01-04-2032,222,149.38,295.12,95.64,109.3,1.47,75.97
Delhi,02-04-2032,170,118.29,242.95,61.12,149.54,2.23,89.72
Delhi,03-04-2032,196,124.95,252.18,85.5,105.51,2.32,75.9
Delhi,04-04-2032,151,91.63,187.68,63.04,114.23,1.36,106.37
Delhi,05-04-2032,117,81.23,235.37,68.26,99.44,0.85,101.6
Delhi,06-04-2032,140,103.0,193.41,90.68,65.85,1.11,97.92
Delhi,07-04-2032,163,103.89,225.49,89.12,46.0,1.72,109.06
Delhi,08-04-2032,119,80.18,138.21,72.82,102.73,1.43,123.68
Delhi,09-04-2032,133,98.24,210.38,76.51,59.38,0.69,67.71
Delhi,10-04-2032,162,109.74,236.68,46.91,112.26,1.23,148.05
Delhi,11-04-2032,167,108.96,217.95,118.32,106.21,2.14,102.33
Delhi,12-04-2032,181,111.84,262.57,100.44,105.48,1.63,79.97
Delhi,13-04-2032,151,107.57,177.85,99.54,70.16,1.5,149.99
Delhi,14-04-2032,127,91.61,159.44,43.37,132.85,1.29,82.12
Delhi,15-04-2032,121,91.47,180.17,68.36,115.99,1.25,62.22
Delhi,16-04-2032,133,77.77,174.19,74.89,66.3,1.75,79.75
Delhi,17-04-2032,149,137.45,266.53,34.97,163.81,1.55,78.55
Delhi,18-04-2032,171,102.02,232.41,105.5,95.43,1.87,119.62
Delhi,19-04-2032,144,97.25,164.93,119.6,61.72,1.75,89.68
Delhi,20-04-2032,117,83.17,123.81,134.8,79.0,1.49,95.0
Delhi,21-04-2032,180,160.46,314.12,57.1,56.48,1.67,94.09
Delhi,22-04-2032,138,80.28,150.22,86.18,142.53,1.18,121.65
Delhi,23-04-2032,150,93.17,193.31,116.32,134.16,1.46,84.44
Delhi,24-04-2032,167,110.07,208.3,76.91,123.93,2.15,87.37
Delhi,25-04-2032,130,113.75,205.93,69.08,118.28,1.49,75.28
Delhi,26-04-2032,170,120.91,227.48,36.6,139.2,1.37,81.98
Delhi,27-04-2032,205,137.9,262.88,111.57,94.49,1.59,105.63
Delhi,28-04-2032,152,111.87,203.41,82.77,114.43,0.9,110.72
Delhi,29-04-2032,110,80.63,147.1,65.02,77.39,1.59,135.0
Delhi,30-04-2032,156,96.61,171.45,90.35,97.15,2.33,89.9
Delhi,01-05-2032,159,110.66,235.95,89.33,118.0,1.12,88.41
Delhi,02-05-2032,204,145.86,282.96,89.71,46.0,1.65,104.93
Delhi,03-05-2032,137,76.54,213.14,80.07,85.91,1.51,83.28
Delhi,04-05-2032,153,128.55,249.07,126.06,109.45,1.5,78.98
Delhi,05-05-2032,117,108.1,188.86,82.16,102.17,1.49,103.09
Delhi,06-05-2032,187,121.26,310.51,125.98,90.93,1.88,85.2
Delhi,07-05-2032,160,102.46,207.08,99.6,122.17,0.97,87.76
Delhi,08-05-2032,139,87.65,196.24,94.28,83.27,1.86,110.14
Delhi,09-05-2032,175,119.52,244.85,82.67,67.84,1.55,102.75
Delhi,10-05-2032,164,117.59,242.11,109.85,140.01,0.64,145.01
Delhi,11-05-2032,215,123.94,251.56,88.32,135.78,1.71,118.05
Delhi,12-05-2032,135,104.23,164.98,62.2,86.53,1.58,75.82
Delhi,13-05-2032,138,92.5,186.78,61.36,102.44,1.08,85.01
Delhi,14-05-2032,103,73.32,99.57,96.06,129.88,1.6,60.68
Delhi,15-05-2032,150,120.89,224.46,62.82,105.82,0.86,70.68
Delhi,16-05-2032,164,112.98,192.89,83.94,120.41,1.18,126.56
Delhi,17-05-2032,142,85.18,172.57,111.93,118.77,1.54,88.06
Delhi,18-05-2032,93,93.73,188.11,93.1,94.92,0.68,60.35
Delhi,19-05-2032,145,95.16,195.25,67.45,119.98,0.94,46.32
Delhi,20-05-2032,131,74.84,150.82,120.75,75.55,1.02,58.21
Delhi,21-05-2032,147,88.15,149.27,99.2,116.33,1.56,74.94
Delhi,22-05-2032,152,81.82,147.63,110.94,102.28,1.74,95.09
Delhi,23-05-2032,138,96.25,210.49,34.0,93.68,1.07,85.09
Delhi,24-05-2032,175,89.73,202.52,93.77,67.1,1.05,112.46
Delhi,25-05-2032,120,71.96,102.32,106.55,108.45,1.59,71.6
Delhi,26-05-2032,158,144.95,229.48,128.01,105.66,1.58,125.66
Delhi,27-05-2032,163,129.55,224.34,48.9,79.31,1.17,91.59
Delhi,28-05-2032,170,88.92,200.3,115.65,56.59,2.43,106.46
Delhi,29-05-2032,148,109.95,245.35,126.61,55.17,1.61,82.0
Delhi,30-05-2032,141,112.85,186.67,35.07,96.88,1.43,120.42
Delhi,31-05-2032,197,128.32,253.03,97.46,113.69,1.33,61.82
Delhi,01-06-2032,134,74.38,196.35,89.69,146.25,1.82,51.65
Delhi,02-06-2032,154,112.59,226.38,66.07,89.4,1.59,58.26
Delhi,03-06-2032,129,79.79,194.25,62.0,46.0,0.45,111.9
Delhi,04-06-2032,93,64.03,151.62,90.95,84.54,0.97,76.57
Delhi,05-06-2032,140,105.23,172.64,58.88,128.29,1.1,58.79
Delhi,06-06-2032,139,116.57,215.77,68.82,70.27,1.31,77.59
Delhi,07-06-2032,192,142.51,271.81,94.56,124.31,1.63,86.8
Delhi,08-06-2032,115,66.76,129.96,118.1,96.02,0.78,55.57
Delhi,09-06-2032,174,104.73,226.47,87.7,110.16,1.28,86.49
Delhi,10-06-2032,148,82.55,169.11,77.59,146.52,2.17,79.1
Delhi,11-06-2032,111,106.42,114.11,61.34,46.0,1.33,69.85
Delhi,12-06-2032,106,61.34,77.16,48.98,117.65,0.97,50.84
Delhi,13-06-2032,101,65.49,58.82,101.99,87.91,0.65,104.71
Delhi,14-06-2032,82,75.23,148.2,70.41,62.27,1.08,70.78
Delhi,15-06-2032,146,92.33,182.64,103.02,87.73,0.78,38.0
Delhi,16-06-2032,127,77.93,156.56,66.01,141.48,1.12,91.4
Delhi,17-06-2032,144,103.93,168.7,58.02,130.8,1.59,92.02
Delhi,18-06-2032,173,111.29,231.67,84.77,46.0,1.34,105.82
Delhi,19-06-2032,142,102.74,216.7,72.34,67.65,1.08,92.83
Delhi,20-06-2032,160,123.13,196.28,44.11,119.04,0.43,85.96
Delhi,21-06-2032,162,99.07,144.25,119.68,90.1,1.74,70.33
Delhi,22-06-2032,104,66.41,126.18,58.58,90.21,1.14,70.4
Delhi,23-06-2032,179,118.02,277.99,97.44,46.0,1.37,99.4
Delhi,24-06-2032,140,78.65,200.42,95.3,68.39,0.86,78.58
Delhi,25-06-2032,147,108.96,223.92,42.76,50.0,1.12,46.57
Delhi,26-06-2032,159,122.22,210.33,49.19,46.0,1.03,73.9
Delhi,27-06-2032,120,99.88,216.38,66.71,53.02,0.65,81.14
Delhi,28-06-2032,76,60.83,102.0,52.61,62.91,0.87,38.0
Delhi,29-06-2032,96,72.39,114.51,117.41,67.92,1.31,101.17
Delhi,30-06-2032,167,117.2,158.37,69.25,65.49,1.47,82.52
Delhi,01-07-2032,61,54.37,106.37,69.49,88.36,0.5,38.0
Delhi,02-07-2032,98,59.34,93.85,60.09,46.0,0.43,45.06
Delhi,03-07-2032,112,72.93,141.45,53.85,100.54,0.66,49.94
Delhi,04-07-2032,73,71.68,67.2,48.26,46.0,1.23,76.15
Delhi,05-07-2032,77,63.33,125.41,78.18,70.93,0.43,75.43
Delhi,06-07-2032,67,53.58,44.0,34.0,71.88,0.85,79.45
Delhi,07-07-2032,86,51.5,130.48,90.41,46.0,0.51,61.9
Delhi,08-07-2032,112,74.91,157.98,34.0,47.91,1.4,38.0
Delhi,09-07-2032,59,68.82,122.4,66.79,46.0,0.59,38.0
Delhi,10-07-2032,82,52.6,116.83,34.0,68.92,1.17,38.0
Delhi,11-07-2032,89,79.39,121.5,39.36,53.88,1.35,50.85
Delhi,12-07-2032,108,55.17,106.99,49.58,46.0,1.61,51.87
Delhi,13-07-2032,75,40.72,101.21,35.08,61.32,0.43,78.22
Delhi,14-07-2032,49,42.57,44.0,42.71,67.94,0.43,46.14
Delhi,15-07-2032,93,38.18,59.12,34.0,113.25,1.42,38.0
Delhi,16-07-2032,74,52.3,98.69,34.0,59.79,1.34,38.0
Delhi,17-07-2032,105,82.42,150.72,59.71,58.05,0.53,38.0
Delhi,18-07-2032,80,41.65,122.84,47.99,70.6,0.43,38.0
Delhi,19-07-2032,90,61.52,83.17,34.0,46.0,0.88,38.0
Delhi,20-07-2032,70,44.62,66.14,80.36,46.0,0.43,91.74
Delhi,21-07-2032,79,52.54,44.0,34.0,48.39,0.43,38.0
Delhi,22-07-2032,62,27.55,97.65,38.21,89.91,0.93,38.16
Delhi,23-07-2032,69,53.34,93.96,34.61,94.76,1.0,68.96
Delhi,24-07-2032,111,53.88,89.21,62.63,46.0,1.63,67.24
Delhi,25-07-2032,90,68.56,128.68,48.45,77.73,0.65,38.0
Delhi,26-07-2032,98,62.22,137.3,44.55,46.0,0.43,82.67
Delhi,27-07-2032,80,33.78,74.61,34.0,71.53,1.3,79.03
Delhi,28-07-2032,163,79.43,230.36,68.88,69.73,1.03,47.96
Delhi,29-07-2032,83,61.96,131.33,41.8,46.0,0.66,53.18
Delhi,30-07-2032,97,61.72,103.31,50.14,87.75,0.86,38.0
Delhi,31-07-2032,72,57.57,92.54,34.0,110.07,0.65,58.81
Delhi,01-08-2032,54,39.14,62.59,34.0,47.63,1.07,50.65
Delhi,02-08-2032,70,53.86,57.27,77.98,53.73,1.56,38.0
Delhi,03-08-2032,98,59.01,113.32,34.0,93.87,0.43,61.14
Delhi,04-08-2032,65,22.0,65.3,34.0,46.0,0.93,53.29
Delhi,05-08-2032,71,38.72,55.18,77.51,46.0,0.43,125.33
Delhi,06-08-2032,49,44.4,60.14,56.52,46.0,0.43,38.0
Delhi,07-08-2032,82,54.62,149.26,34.0,50.61,1.0,78.32
Delhi,08-08-2032,81,73.37,96.6,71.66,50.53,0.68,38.0
